Wall time,Step,Value
1565022487.7986445,6000,3.1799163818359375
1565022641.880436,19000,3.2820513248443604
1565022710.305221,25000,2.976095676422119
1565022894.2875054,41000,3.1493775844573975
1565022916.8030214,43000,3.0120482444763184
1565022951.6870785,46000,3.2151899337768555
1565023043.2810974,54000,3.0897958278656006
1565023085.7969196,57000,3.3799126148223877
1565023257.9890134,72000,3.343478202819824
1565023293.732577,75000,3.6279070377349854
1565023529.629867,95000,3.4708521366119385
1565023622.2130048,103000,3.582568883895874
1565023657.2201707,106000,3.657407522201538
1565023677.83106,107000,3.843902349472046
1565023756.933753,114000,4.030303001403809
1565023903.730006,127000,3.941176414489746
1565024055.149717,140000,4.11734676361084
1565024178.8241723,151000,3.826923131942749
1565024235.543883,156000,4.019999980926514
1565024278.220696,159000,4.370967864990234
1565024379.5807338,168000,4.329787254333496
1565024391.2377932,169000,4.165802955627441
1565024504.3348317,179000,4.394594669342041
1565024560.7756248,184000,4.472527503967285
1565024583.4425383,186000,4.456521511077881
1565024595.0555534,187000,4.752873420715332
1565024641.2701154,191000,4.644067764282227
1565024736.825956,199000,4.494505405426025
1565024827.6695971,207000,4.46195650100708
1565024839.2923734,208000,4.448087215423584
1565024904.9228194,213000,5.160493850708008
1565025030.4071977,224000,5.048484802246094
1565025099.117562,230000,5.16564416885376
1565025155.8236206,235000,5.103030204772949
1565025329.0928748,250000,5.012048244476318
1565025396.353471,256000,5.079268455505371
1565025461.7695374,261000,5.397435665130615
1565025540.3723238,268000,5.375796318054199
1565025586.2127132,272000,5.0545454025268555
1565025608.7213395,274000,5.581699371337891
1565025823.7166166,293000,5.581699371337891
1565025880.1487272,298000,5.722972869873047
1565025891.6956758,299000,5.8108110427856445
1565025947.7675762,304000,5.743243217468262
1565026012.6737702,309000,6.936507701873779
1565026035.3100922,311000,6.400000095367432
1565026125.5762804,319000,5.896551609039307
1565026137.0782847,320000,6.284671306610107
1565026265.8501875,331000,6.150000095367432
1565026369.011754,340000,6.313868522644043
1565026459.9225032,348000,6.481203079223633
1565026650.2980835,364000,7.375
1565026696.5691895,368000,7.305785179138184
1565026811.1368978,378000,7.223140716552734
1565027317.1047401,422000,8.154545783996582
1565027328.6382673,423000,7.324999809265137
1565027419.4943693,431000,7.910714149475098
1565027523.1771035,440000,7.440678119659424
1565027546.2446632,442000,7.254237174987793
1565027557.9963553,443000,8.560748100280762
1565027593.2812107,446000,7.44915246963501
1565027669.4199827,452000,8.045044898986816
1565027775.1267402,461000,8.336448669433594
1565027810.6612816,464000,7.55555534362793
1565027821.7263756,465000,8.082569122314453
1565027934.1971345,475000,8.308411598205566
1565028126.5980337,492000,7.3416666984558105
1565028157.8730085,494000,8.240740776062012
1565028373.6786337,513000,8.45283031463623
1565028397.1082423,515000,8.673076629638672
1565028430.3135896,518000,7.606837749481201
1565028520.0526896,526000,8.433961868286133
1565028587.875294,532000,8.222222328186035
1565028610.0968328,534000,7.824561595916748
1565028644.9597948,537000,9.838709831237793
1565028721.9870746,543000,9.091836929321289
1565028777.9712062,548000,8.65384578704834
1565028892.409204,558000,9.891304016113281
1565028960.6347954,564000,9.161616325378418
1565029027.4004498,570000,9.655555725097656
1565029072.1621437,574000,10.651163101196289
1565029139.5729961,580000,10.04395580291748
1565029162.8818593,582000,8.533333778381348
1565029204.9155293,585000,9.844444274902344
1565029227.517136,587000,10.303370475769043
1565029238.5476947,588000,9.173469543457031
1565029296.1072507,593000,10.709301948547363
1565029307.8915951,594000,9.1010103225708
1565029408.6877441,603000,9.638298034667969
1565029498.6873956,611000,10.311111450195312
1565029554.9212828,616000,9.515789031982422
1565029610.2701387,621000,10.269662857055664
1565029632.4101317,623000,10.0
1565029774.0415666,635000,9.827957153320312
1565029853.3206754,642000,10.077777862548828
1565029864.3231826,643000,11.300000190734863
1565029886.4497554,645000,11.308642387390137
1565029920.9892004,648000,10.952381134033203
1565029943.5529351,650000,10.690476417541504
1565030079.6748235,662000,10.694117546081543
1565030113.2483125,665000,9.978021621704102
1565030158.1789303,669000,8.970000267028809
1565030192.601286,672000,11.658227920532227
1565030234.507616,675000,11.567901611328125
1565030280.971752,679000,11.170731544494629
1565030291.9983025,680000,10.032966613769531
1565030336.791983,684000,12.064934730529785
1565030393.3002465,689000,11.182927131652832
1565030522.9585862,700000,10.593023300170898
1565030602.8282454,707000,10.303370475769043
1565030695.9611804,715000,13.362318992614746
1565030749.4540184,719000,12.753424644470215
1565030782.8408868,722000,10.858823776245117
1565030793.8126066,723000,11.12195110321045
1565030804.8075635,724000,12.223684310913086
1565030882.5403702,731000,14.230769157409668
1565030986.7784874,740000,11.973684310913086
1565031034.139447,744000,12.513157844543457
1565031080.305529,748000,9.595745086669922
1565031125.9507012,752000,13.285714149475098
1565031137.3139083,753000,12.1578950881958
1565031182.333234,757000,11.550000190734863
1565031292.6689928,766000,12.432432174682617
1565031338.5161414,770000,12.347222328186035
1565031349.5406408,771000,14.507462501525879
1565031360.6089358,772000,12.84931468963623
1565031382.6690588,774000,14.430768966674805
1565031393.6301527,775000,11.782051086425781
1565031460.1926231,781000,11.59493637084961
1565031504.7399948,785000,14.920635223388672
1565031515.749553,786000,11.537500381469727
1565031537.8590696,788000,12.794520378112793
1565031593.6609228,793000,13.185714721679688
1565031604.6654646,794000,12.594594955444336
1565031615.8254778,795000,12.359999656677246
1565031660.3016315,799000,11.820512771606445
1565031705.2521296,803000,11.870129585266113
1565031769.2065537,808000,14.507936477661133
1565031780.340214,809000,14.432835578918457
1565031791.7175772,810000,13.52173900604248
1565032051.9527657,833000,11.625
1565032096.4627872,837000,18.352941513061523
1565032119.9327624,839000,10.465909004211426
1565032176.1829276,844000,14.7619047164917
1565032454.2983189,868000,15.721311569213867
1565032477.6373048,870000,13.157142639160156
1565032536.6226144,875000,14.21212100982666
1565032560.2847638,877000,14.484375
1565032605.350516,881000,15.790322303771973
1565032627.4160748,883000,12.608108520507812
1565032717.4970877,891000,16.618181228637695
1565032794.6843445,897000,15.966666221618652
1565032838.916523,901000,18.339622497558594
1565032918.806698,908000,15.064516067504883
1565032940.7339742,910000,14.854838371276855
1565033007.0243742,916000,14.7619047164917
1565033029.6415532,918000,15.644067764282227
1565033063.1033094,921000,20.54347801208496
1565033096.8186972,924000,18.173076629638672
1565033187.1111834,932000,16.053571701049805
1565033198.5396726,933000,13.541666984558105
1565033232.011552,936000,14.59375
1565033317.5290496,943000,20.404254913330078
1565033350.529402,946000,15.762711524963379
1565033451.8549304,955000,13.75
1565033495.5965157,959000,15.0819673538208
1565033528.9515157,962000,15.098361015319824
1565033539.8799715,963000,17.629629135131836
1565033638.452791,972000,17.10909080505371
1565033649.765846,973000,21.909090042114258
1565033694.8021066,977000,15.161290168762207
1565033716.7476108,979000,19.639999389648438
1565033727.8138428,980000,17.867923736572266
1565033780.1785817,984000,21.43181800842285
1565033790.9686866,985000,21.14583396911621
1565033823.4648361,988000,27.514286041259766
1565033834.3225045,989000,19.204082489013672
1565033921.6654377,997000,17.321428298950195
1565033965.8031502,1001000,17.10909080505371
1565033988.1074035,1003000,18.0
1565034010.2514591,1005000,23.95121955871582
1565034021.1403947,1006000,18.153846740722656
1565034119.4969716,1015000,21.272727966308594
1565034152.0779362,1018000,20.059999465942383
1565034247.6450639,1026000,17.627450942993164
1565034269.3932645,1028000,20.7391300201416
1565034377.916017,1038000,19.41666603088379
1565034456.2696562,1045000,22.046510696411133
1565034599.5166874,1058000,24.71794891357422
1565034664.8125749,1064000,23.024391174316406
1565034697.3975854,1067000,20.565217971801758
1565034727.8435016,1069000,25.47222137451172
1565034771.3679228,1073000,20.4255313873291
1565034816.4122522,1077000,24.600000381469727
1565034838.1477208,1079000,18.5
1565034893.5239134,1084000,18.639999389648438
1565034904.3562608,1085000,27.11111068725586
1565035003.7909288,1094000,22.452381134033203
1565035069.673914,1100000,20.10416603088379
1565035113.9322307,1104000,23.14285659790039
1565035125.334744,1105000,20.869565963745117
1565035243.599727,1115000,24.024999618530273
1565035297.8359027,1120000,31.70967674255371
1565035451.3629544,1134000,18.283018112182617
1565035473.2761526,1136000,17.826923370361328
1565035701.6991417,1156000,26.36111068725586
1565035712.9423306,1157000,26.513513565063477
1565035756.3722317,1161000,22.809524536132812
1565035767.3135967,1162000,21.81818199157715
1565035778.152972,1163000,28.323530197143555
1565035974.6482737,1181000,25.72222137451172
1565036107.1139035,1193000,30.08823585510254
1565036118.2727094,1194000,23.600000381469727
1565036193.116594,1200000,31.090909957885742
