Wall time,Step,Value
1565022641.880436,19000,1.4189382791519165
1565022710.305221,25000,1.4189382791519165
1565022894.2875054,41000,1.4189382791519165
1565022916.8030214,43000,1.4189382791519165
1565022951.6870785,46000,1.4189382791519165
1565023085.7969196,57000,1.4054328203201294
1565023257.9890134,72000,1.4054328203201294
1565023293.732577,75000,1.4054328203201294
1565023529.629867,95000,1.4054328203201294
1565023677.83106,107000,1.4015730619430542
1565023903.730006,127000,1.3915488719940186
1565024235.543883,156000,1.3915488719940186
1565024278.220696,159000,1.3705246448516846
1565024379.5807338,168000,1.3693010807037354
1565024560.7756248,184000,1.3693010807037354
1565024583.4425383,186000,1.3693010807037354
1565025099.117562,230000,1.3483625650405884
1565025155.8236206,235000,1.3483625650405884
1565025329.0928748,250000,1.3483625650405884
1565025396.353471,256000,1.3483625650405884
1565025461.7695374,261000,1.3277586698532104
1565025540.3723238,268000,1.3277586698532104
1565025608.7213395,274000,1.3277586698532104
1565026012.6737702,309000,1.3100707530975342
1565026035.3100922,311000,1.3100707530975342
1565026125.5762804,319000,1.3100707530975342
1565026369.011754,340000,1.3100707530975342
1565026459.9225032,348000,1.3100707530975342
1565026696.5691895,368000,1.2910377979278564
1565027317.1047401,422000,1.2738608121871948
1565027328.6382673,423000,1.2738608121871948
1565027523.1771035,440000,1.2738608121871948
1565027557.9963553,443000,1.2738608121871948
1565027593.2812107,446000,1.2738608121871948
1565027775.1267402,461000,1.2581230401992798
1565027810.6612816,464000,1.2581230401992798
1565027821.7263756,465000,1.2581230401992798
1565027934.1971345,475000,1.2581230401992798
1565028157.8730085,494000,1.2392795085906982
1565028397.1082423,515000,1.2392795085906982
1565028587.875294,532000,1.2392795085906982
1565028644.9597948,537000,1.2392795085906982
1565028960.6347954,564000,1.219745397567749
1565029072.1621437,574000,1.219745397567749
1565029139.5729961,580000,1.219745397567749
1565029227.517136,587000,1.2014143466949463
1565029238.5476947,588000,1.2014143466949463
1565029610.2701387,621000,1.2014143466949463
1565029632.4101317,623000,1.2014143466949463
1565029774.0415666,635000,1.1835544109344482
1565029853.3206754,642000,1.1835544109344482
1565029864.3231826,643000,1.1835544109344482
1565029886.4497554,645000,1.1835544109344482
1565029920.9892004,648000,1.1835544109344482
1565029943.5529351,650000,1.1835544109344482
1565030079.6748235,662000,1.1835544109344482
1565030192.601286,672000,1.1835544109344482
1565030695.9611804,715000,1.1699402332305908
1565030793.8126066,723000,1.1522114276885986
1565030882.5403702,731000,1.1522114276885986
1565030986.7784874,740000,1.1522114276885986
1565031137.3139083,753000,1.1522114276885986
1565031182.333234,757000,1.1522114276885986
1565031292.6689928,766000,1.1322380304336548
1565031338.5161414,770000,1.1322380304336548
1565031360.6089358,772000,1.1322380304336548
1565031382.6690588,774000,1.1322380304336548
1565031460.1926231,781000,1.1322380304336548
1565031515.749553,786000,1.1322380304336548
1565031537.8590696,788000,1.1322380304336548
1565031593.6609228,793000,1.1322380304336548
1565031615.8254778,795000,1.1322380304336548
1565031660.3016315,799000,1.1322380304336548
1565031705.2521296,803000,1.1322380304336548
1565031780.340214,809000,1.115738034248352
1565031791.7175772,810000,1.115738034248352
1565032051.9527657,833000,1.115738034248352
1565032096.4627872,837000,1.115738034248352
1565032477.6373048,870000,1.0976818799972534
1565032560.2847638,877000,1.0976818799972534
1565032627.4160748,883000,1.0976818799972534
1565032794.6843445,897000,1.0825045108795166
1565032838.916523,901000,1.0825045108795166
1565032918.806698,908000,1.0825045108795166
1565032940.7339742,910000,1.0825045108795166
1565033029.6415532,918000,1.0825045108795166
1565033187.1111834,932000,1.0825045108795166
1565033198.5396726,933000,1.0825045108795166
1565033317.5290496,943000,1.0649358034133911
1565033350.529402,946000,1.0649358034133911
1565033451.8549304,955000,1.0649358034133911
1565033539.8799715,963000,1.0649358034133911
1565033638.452791,972000,1.0649358034133911
1565033649.765846,973000,1.0649358034133911
1565033716.7476108,979000,1.0649358034133911
1565033727.8138428,980000,1.0649358034133911
1565033790.9686866,985000,1.0478839874267578
1565033988.1074035,1003000,1.0478839874267578
1565034021.1403947,1006000,1.0478839874267578
1565034119.4969716,1015000,1.0478839874267578
1565034456.2696562,1045000,1.0324474573135376
1565034599.5166874,1058000,1.0324474573135376
1565034664.8125749,1064000,1.0324474573135376
1565034697.3975854,1067000,1.0324474573135376
1565034727.8435016,1069000,1.0166492462158203
1565034771.3679228,1073000,1.0166492462158203
1565034838.1477208,1079000,1.0166492462158203
1565034893.5239134,1084000,1.0166492462158203
1565035003.7909288,1094000,1.0166492462158203
1565035069.673914,1100000,1.0166492462158203
1565035125.334744,1105000,1.0166492462158203
1565035243.599727,1115000,0.9988228678703308
1565035712.9423306,1157000,0.9847128987312317
1565035756.3722317,1161000,0.9847128987312317
1565035767.3135967,1162000,0.9847128987312317
1565035778.152972,1163000,0.9847128987312317
1565035974.6482737,1181000,0.9847128987312317
1565036118.2727094,1194000,0.9847128987312317
1565036270.3883579,1207000,0.9716384410858154
1565036554.2980547,1233000,0.9716384410858154
1565036694.6580095,1245000,0.9579517841339111
1565036814.3880224,1256000,0.9579517841339111
1565036846.8484123,1259000,0.9579517841339111
1565036879.4525077,1262000,0.9579517841339111
1565037115.4555385,1282000,0.9451773762702942
1565037181.2937846,1288000,0.9451773762702942
1565037258.314894,1295000,0.9451773762702942
1565037325.7619889,1301000,0.9451773762702942
1565037501.2460833,1317000,0.9451773762702942
1565037533.6345131,1320000,0.9451773762702942
1565037661.942894,1331000,0.9330941438674927
1565037694.4498746,1334000,0.9330941438674927
1565037727.3553314,1337000,0.9330941438674927
1565037738.1811547,1338000,0.9330941438674927
1565038271.8022685,1386000,0.9208459854125977
1565038304.1009989,1389000,0.9208459854125977
1565038336.5679176,1392000,0.9208459854125977
1565038347.3984437,1393000,0.9208459854125977
1565038597.0848112,1415000,0.9069188237190247
1565038729.7056098,1427000,0.9069188237190247
1565038838.291618,1437000,0.9069188237190247
1565038882.047682,1441000,0.9069188237190247
1565039162.281084,1466000,0.895478367805481
1565039173.6568968,1467000,0.895478367805481
1565039293.1331508,1478000,0.895478367805481
1565039380.031596,1486000,0.895478367805481
1565039423.512798,1490000,0.895478367805481
1565039453.8713326,1492000,0.882469117641449
1565039803.4270277,1524000,0.882469117641449
1565039847.0794563,1528000,0.882469117641449
1565040130.3851295,1553000,0.8676650524139404
1565040308.0906289,1569000,0.8676650524139404
1565040318.8814225,1570000,0.8676650524139404
1565040491.0887332,1585000,0.855332612991333
1565040534.0529618,1589000,0.855332612991333
1565040709.6004298,1605000,0.855332612991333
1565040720.400663,1606000,0.855332612991333
1565040971.5431817,1628000,0.8407850861549377
1565041025.4425378,1633000,0.8407850861549377
1565041079.5538628,1638000,0.8407850861549377
1565041111.759625,1641000,0.8407850861549377
1565041168.6913288,1646000,0.8407850861549377
1565041200.8226917,1649000,0.8407850861549377
1565041339.4016268,1661000,0.8254004716873169
1565041425.2627187,1669000,0.8254004716873169
1565041501.337082,1676000,0.8254004716873169
1565041577.3333354,1683000,0.8254004716873169
1565041674.956151,1692000,0.8254004716873169
1565041718.6274245,1696000,0.8254004716873169
1565041740.2079837,1698000,0.8254004716873169
1565041770.8587475,1700000,0.8123131394386292
1565041803.0400453,1703000,0.8123131394386292
1565041879.671833,1710000,0.8123131394386292
1565041977.7068458,1719000,0.8123131394386292
1565042085.5176382,1729000,0.8123131394386292
1565042128.6167111,1733000,0.8123131394386292
