Wall time,Step,Value
1566297935.4095662,19000,0.0004990749876014888
1566298082.6272457,25000,0.0004987749853171408
1566298294.0495894,41000,0.000497975037433207
1566298387.3499455,43000,0.0004978749784640968
1566298426.6693351,46000,0.0004977250355295837
1566298572.8772979,57000,0.0004971749731339514
1566298837.3889444,72000,0.0004964250256307423
1566298876.7989829,75000,0.0004962750244885683
1566299207.8274307,95000,0.0004952750168740749
1566299433.7653248,107000,0.0004946750123053789
1566299696.0226614,127000,0.0004936750046908855
1566300210.4250894,156000,0.0004922249936498702
1566300250.2232296,159000,0.0004920750507153571
1566300368.9349363,168000,0.0004916249890811741
1566300647.5509536,184000,0.0004908249829895794
1566300673.8808517,186000,0.0004907249822281301
1566301392.6872253,230000,0.0004885249654762447
1566301525.4173045,235000,0.0004882749926764518
1566301723.9615364,250000,0.0004875249578617513
1566301870.180404,256000,0.0004872249555774033
1566301937.0641167,261000,0.00048697495367377996
1566302029.574719,268000,0.0004866249510087073
1566302176.1014144,274000,0.00048632497782818973
1566302736.6987042,309000,0.00048457496450282633
1566302763.429861,311000,0.000484474963741377
1566302940.670284,319000,0.0004840749897994101
1566303284.5072517,340000,0.0004830249527003616
1566303390.5299153,348000,0.00048262494965456426
1566303754.8810492,368000,0.00048162497114390135
1566304730.30308,422000,0.00047892495058476925
1566304743.525147,423000,0.00047887497930787504
1566305032.4635806,440000,0.00047802497283555567
1566305071.9228125,443000,0.00047787497169338167
1566305111.4759767,446000,0.00047772497055120766
1566305405.8371115,461000,0.00047697496484033763
1566305445.2339418,464000,0.00047682496369816363
1566305458.4687674,465000,0.0004767749924212694
1566305589.8291013,475000,0.0004762749595101923
1566305905.0200508,494000,0.0004753249522764236
1566306278.1395454,515000,0.000474274973385036
1566306608.4803386,532000,0.00047342496691271663
1566306674.2654574,537000,0.0004731749650090933
1566307129.1891348,564000,0.0004718249838333577
1566307328.1198184,574000,0.000471324980026111
1566307407.4219291,580000,0.000471024977741763
1566307566.8801398,587000,0.0004706750041805208
1566307580.1311748,588000,0.0004706249455921352
1566308117.7055306,621000,0.0004689749621320516
1566308144.4762623,623000,0.00046887496137060225
1566308405.5366063,635000,0.00046827495680190623
1566308498.6076446,642000,0.00046792495413683355
1566308511.8400307,643000,0.00046787498285993934
1566308538.3605242,645000,0.00046777498209849
1566308578.1269667,648000,0.00046762495185248554
1566308703.173184,650000,0.00046752498019486666
1566308863.1213105,662000,0.00046692497562617064
1566309063.0713344,672000,0.0004664249427150935
1566309803.363932,715000,0.00046427498455159366
1566309910.1328337,723000,0.00046387495240196586
1566310016.8585505,731000,0.00046347497845999897
1566310245.029845,740000,0.00046302497503347695
1566310452.2359939,753000,0.0004623749991878867
1566310572.7491086,757000,0.0004621749685611576
1566310693.5519528,766000,0.00046172496513463557
1566310747.2055259,770000,0.0004615249636117369
1566310773.8813837,772000,0.00046142496285028756
1566310800.8674066,774000,0.0004613249911926687
1566310961.3419363,781000,0.000460974988527596
1566311028.4419956,786000,0.0004607249575201422
1566311055.187457,788000,0.0004606249858625233
1566311122.2867517,793000,0.0004603749548550695
1566311149.0198376,795000,0.0004602749540936202
1566311269.5358315,799000,0.0004600749525707215
1566311355.1456192,803000,0.00045987495104782283
1566311436.0817769,809000,0.0004595749778673053
1566311449.5486312,810000,0.00045952494838275015
1566311826.306528,833000,0.00045837496872991323
1566311881.0831323,837000,0.00045817496720701456
1566312523.1691499,870000,0.0004565249546431005
1566312617.5682447,877000,0.0004561749810818583
1566312765.0664556,883000,0.00045587497879751027
1566312953.271577,897000,0.0004551749734673649
1566313105.836423,901000,0.00045497497194446623
1566313200.1552007,908000,0.0004546249401755631
1566313227.2090786,910000,0.0004545249685179442
1566313335.087514,918000,0.0004541249945759773
1566313590.667284,932000,0.00045342498924583197
1566313604.1773074,933000,0.0004533749888651073
1566313817.5146663,943000,0.00045287495595403016
1566313859.5413113,946000,0.0004527249257080257
1566314012.5817733,955000,0.0004522749804891646
1566314186.699427,963000,0.00045187497744336724
1566314308.417135,972000,0.0004514249740168452
1566314321.9615052,973000,0.0004513749445322901
1566314403.1231675,979000,0.00045107497135177255
1566314416.593413,980000,0.0004510249709710479
1566314551.5506587,985000,0.00045077496906742454
1566314826.6342282,1003000,0.0004498749622143805
