Wall time,Step,Value
1566482153.6554625,2000,-0.013743702322244644
1566482181.3711562,4000,-0.013785626739263535
1566482207.95833,6000,-0.01384659018367529
1566482221.2705512,7000,-0.013692229986190796
1566482248.0347478,9000,-0.013783637434244156
1566482274.7283397,11000,-0.013713863678276539
1566482288.03384,12000,-0.013678916729986668
1566482301.3614955,13000,-0.013771863654255867
1566482314.6388156,14000,-0.013740045949816704
1566482327.9792123,15000,-0.013722539879381657
1566482341.263463,16000,-0.013757147826254368
1566482354.5853,17000,-0.013717793859541416
1566482367.904329,18000,-0.013881286606192589
1566482381.1555777,19000,-0.0139077827334404
1566482394.5254047,20000,-0.013727943412959576
1566482407.7982395,21000,-0.013816147111356258
1566482501.0738046,23000,0.10300077497959137
1566482527.86408,25000,0.0684841200709343
1566482541.2200165,26000,0.1292666643857956
1566482607.7664158,31000,0.10785218328237534
1566482620.9896266,32000,0.08160609751939774
1566482634.2906303,33000,0.07926104962825775
1566482647.6149085,34000,0.08154311776161194
1566482660.8809156,35000,0.1084599569439888
1566482687.449773,37000,0.08935590088367462
1566482727.6706803,40000,0.08182240277528763
1566482741.3491707,41000,0.07708573341369629
1566482872.4320173,43000,0.12015973031520844
1566482885.8790095,44000,0.28514838218688965
1566482899.2744133,45000,0.2489231675863266
1566482912.640405,46000,0.260078489780426
1566482926.0268714,47000,0.24651162326335907
1566482939.3971343,48000,0.2960997223854065
1566482966.556945,50000,0.2240259349346161
1566482979.8726044,51000,0.26448580622673035
1566483020.02232,54000,0.2426634579896927
1566483033.3730433,55000,0.1808893084526062
1566483046.6678367,56000,0.2248661071062088
1566483060.0330958,57000,0.22880969941616058
1566483073.4293196,58000,0.17485849559307098
1566483113.377005,61000,0.28150415420532227
1566483126.7843213,62000,0.2501875162124634
1566483140.16538,63000,0.20514696836471558
1566483153.476795,64000,0.2342318594455719
1566483232.6137536,65000,0.45299360156059265
1566483245.9474285,66000,0.49810469150543213
1566483259.2358115,67000,0.40290820598602295
1566483272.5271704,68000,0.4595753848552704
1566483285.8244474,69000,0.4745032787322998
1566483299.1395607,70000,0.3967224657535553
1566483325.8086638,72000,0.41374003887176514
1566483339.2175517,73000,0.39306822419166565
1566483352.5260642,74000,0.516474723815918
1566483365.9575534,75000,0.5318461656570435
1566483392.5470479,77000,0.40930846333503723
1566483419.17515,79000,0.41748514771461487
1566483432.5376182,80000,0.49596473574638367
